doc_id,title,year,source,abstract,text,doi,url,api,query,keyword_hits
10.1093/oso/9780198865469.003.0011,Prominence Semantics for Modality,2021.0,Context and Coherence,"This chapter develops a formal model of context-sensitivity of modal discourse. Much like demonstrative pronouns, modals are prominence-sensitive, selecting the most prominent candidate interpretation. The prominence ranking of candidate interpretations is recorded in the conversational record, and is maintained through the effects of discourse conventions represented in the logical form of a discourse. In this way arguments are individuated as structured discourses that underwrite a particular propositional pattern. It is shown that such account provably preserves classical logic. Further, this chapter argues that its model offers a more satisfactory account of the individuation of argument patterns in natural language discourse then the competing alternatives. Any adequate account, it is here argued, will have to take into account not just the contribution of individual sentences, but also of discourse conventions. Indeed, the contribution of discourse conventions is crucial for determining the contribution of individual sentences in the first place.","This chapter develops a formal model of context-sensitivity of modal discourse. Much like demonstrative pronouns, modals are prominence-sensitive, selecting the most prominent candidate interpretation. The prominence ranking of candidate interpretations is recorded in the conversational record, and is maintained through the effects of discourse conventions represented in the logical form of a discourse. In this way arguments are individuated as structured discourses that underwrite a particular propositional pattern. It is shown that such account provably preserves classical logic. Further, this chapter argues that its model offers a more satisfactory account of the individuation of argument patterns in natural language discourse then the competing alternatives. Any adequate account, it is here argued, will have to take into account not just the contribution of individual sentences, but also of discourse conventions. Indeed, the contribution of discourse conventions is crucial for determining the contribution of individual sentences in the first place.",10.1093/oso/9780198865469.003.0011,https://doi.org/10.1093/oso/9780198865469.003.0011,crossref,Quantum Coherence Modality,0
10.33764/2618-981x-2021-6-116-124,DETERMINATION OF THE VERTICAL GRADIENT OF GRAVITY FROM GRAVITY ANOMALIES,2021.0,Interexpo GEO-Siberia,"In connection with the need to use the vertical gradient in the processing of the results of gravimetric measurements and their interpretation when solving problems of geology, geophysics, geodesy, geodynamics and navigation, in addition to the urgent problems of improvement, socalled indirect methods of measuring the vertical gradient, there is an equally urgent task of developing methods for determining the vertical gradient of gravity, using dependencies between different physical fields. The article presents the development and study of a method for determining the vertical gradient from gravity anomalies using the relationship between gravity anomalies and altitude based on field data obtained in the area of the Tashtagol field on Mount Boulanger in 2019 and 2020.","In connection with the need to use the vertical gradient in the processing of the results of gravimetric measurements and their interpretation when solving problems of geology, geophysics, geodesy, geodynamics and navigation, in addition to the urgent problems of improvement, socalled indirect methods of measuring the vertical gradient, there is an equally urgent task of developing methods for determining the vertical gradient of gravity, using dependencies between different physical fields. The article presents the development and study of a method for determining the vertical gradient from gravity anomalies using the relationship between gravity anomalies and altitude based on field data obtained in the area of the Tashtagol field on Mount Boulanger in 2019 and 2020.",10.33764/2618-981x-2021-6-116-124,https://doi.org/10.33764/2618-981x-2021-6-116-124,crossref,Tideception (Gravity-Gradient Sense),0
10.36227/techrxiv.14044046.v1,Advanced optical filters with coupled Sagnac loop waveguide reflectors,2021.0,crossref,"We present theoretical designs of high performance optical filters in integrated silicon photonic nanowire resonators. We use mode interference in formed by zig-zag waveguide coupled Sagnac loop reflectors (ZWC-SLRs), tailored to achieve diverse filtering functions with good performance. These include compact bandpass filters with improved roll-off, optical analogues of Fano resonances with ultrahigh spectral extinction ratios (ERs) and slope rates, and resonance mode splitting with high ERs and low free spectral ranges. The analysis verifies the feasibility of multi-functional integrated photonic filters based on ZWC-SLR resonators for flexible spectral engineering in diverse applications.","We present theoretical designs of high performance optical filters in integrated silicon photonic nanowire resonators. We use mode interference in formed by zig-zag waveguide coupled Sagnac loop reflectors (ZWC-SLRs), tailored to achieve diverse filtering functions with good performance. These include compact bandpass filters with improved roll-off, optical analogues of Fano resonances with ultrahigh spectral extinction ratios (ERs) and slope rates, and resonance mode splitting with high ERs and low free spectral ranges. The analysis verifies the feasibility of multi-functional integrated photonic filters based on ZWC-SLR resonators for flexible spectral engineering in diverse applications.",10.36227/techrxiv.14044046.v1,https://doi.org/10.36227/techrxiv.14044046.v1,crossref,Inertioceptive (Sagnac) Sense,0
10.36227/techrxiv.14044046,Advanced optical filters with coupled Sagnac loop waveguide reflectors,2021.0,crossref,"We present theoretical designs of high performance optical filters in integrated silicon photonic nanowire resonators. We use mode interference in formed by zig-zag waveguide coupled Sagnac loop reflectors (ZWC-SLRs), tailored to achieve diverse filtering functions with good performance. These include compact bandpass filters with improved roll-off, optical analogues of Fano resonances with ultrahigh spectral extinction ratios (ERs) and slope rates, and resonance mode splitting with high ERs and low free spectral ranges. The analysis verifies the feasibility of multi-functional integrated photonic filters based on ZWC-SLR resonators for flexible spectral engineering in diverse applications.","We present theoretical designs of high performance optical filters in integrated silicon photonic nanowire resonators. We use mode interference in formed by zig-zag waveguide coupled Sagnac loop reflectors (ZWC-SLRs), tailored to achieve diverse filtering functions with good performance. These include compact bandpass filters with improved roll-off, optical analogues of Fano resonances with ultrahigh spectral extinction ratios (ERs) and slope rates, and resonance mode splitting with high ERs and low free spectral ranges. The analysis verifies the feasibility of multi-functional integrated photonic filters based on ZWC-SLR resonators for flexible spectral engineering in diverse applications.",10.36227/techrxiv.14044046,https://doi.org/10.36227/techrxiv.14044046,crossref,Inertioceptive (Sagnac) Sense,0
10.3390/rs13071396,Urban Heat Island Formation in Greater Cairo: Spatio-Temporal Analysis of Daytime and Nighttime Land Surface Temperatures along the Urban–Rural Gradient,2021.0,Remote Sensing,"An urban heat island (UHI) is a significant anthropogenic modification of urban land surfaces, and its geospatial pattern can increase the intensity of the heatwave effects. The complex mechanisms and interactivity of the land surface temperature in urban areas are still being examined. The urban–rural gradient analysis serves as a unique natural opportunity to identify and mitigate ecological worsening. Using Landsat Thematic Mapper (TM), Operational Land Imager/Thermal Infrared Sensor (OLI/TIRS) and Moderate Resolution Imaging Spectroradiometer (MODIS), Land Surface Temperature (LST) data in 2000, 2010, and 2019, we examined the spatial difference in daytime and nighttime LST trends along the urban–rural gradient in Greater Cairo, Egypt. Google Earth Engine (GEE) and machine learning techniques were employed to conduct the spatio-temporal analysis. The analysis results revealed that impervious surfaces (ISs) increased significantly from 564.14 km2 in 2000 to 869.35 km2 in 2019 in Greater Cairo. The size, aggregation, and complexity of patches of ISs, green space (GS), and bare land (BL) showed a strong correlation with the mean LST. The average urban–rural difference in mean LST was −3.59 °C in the daytime and 2.33 °C in the nighttime. In the daytime, Greater Cairo displayed the cool island effect, but in the nighttime, it showed the urban heat island effect. We estimated that dynamic human activities based on the urban structure are causing the spatial difference in the LST distribution between the day and night. The urban–rural gradient analysis indicated that this phenomenon became stronger from 2000 to 2019. Considering the drastic changes in the spatial patterns and the density of IS, GS, and BL, urban planners are urged to take immediate steps to mitigate increasing surface UHI; otherwise, urban dwellers might suffer from the severe effects of heatwaves.","An urban heat island (UHI) is a significant anthropogenic modification of urban land surfaces, and its geospatial pattern can increase the intensity of the heatwave effects. The complex mechanisms and interactivity of the land surface temperature in urban areas are still being examined. The urban–rural gradient analysis serves as a unique natural opportunity to identify and mitigate ecological worsening. Using Landsat Thematic Mapper (TM), Operational Land Imager/Thermal Infrared Sensor (OLI/TIRS) and Moderate Resolution Imaging Spectroradiometer (MODIS), Land Surface Temperature (LST) data in 2000, 2010, and 2019, we examined the spatial difference in daytime and nighttime LST trends along the urban–rural gradient in Greater Cairo, Egypt. Google Earth Engine (GEE) and machine learning techniques were employed to conduct the spatio-temporal analysis. The analysis results revealed that impervious surfaces (ISs) increased significantly from 564.14 km2 in 2000 to 869.35 km2 in 2019 in Greater Cairo. The size, aggregation, and complexity of patches of ISs, green space (GS), and bare land (BL) showed a strong correlation with the mean LST. The average urban–rural difference in mean LST was −3.59 °C in the daytime and 2.33 °C in the nighttime. In the daytime, Greater Cairo displayed the cool island effect, but in the nighttime, it showed the urban heat island effect. We estimated that dynamic human activities based on the urban structure are causing the spatial difference in the LST distribution between the day and night. The urban–rural gradient analysis indicated that this phenomenon became stronger from 2000 to 2019. Considering the drastic changes in the spatial patterns and the density of IS, GS, and BL, urban planners are urged to take immediate steps to mitigate increasing surface UHI; otherwise, urban dwellers might suffer from the severe effects of heatwaves.",10.3390/rs13071396,https://doi.org/10.3390/rs13071396,crossref,Temporal Gradient Sensing (Chronoperception Modality),0
10.1093/oso/9780198787464.001.0001,The Quantum Matrix,2020.0,crossref,"“Meet Henry Bar, a physicist and … quantum superhero.” The title The Quantum Matrix refers to a central concept in quantum physics, but also (allegorically) to our enigmatic world. In this book, Henry Bar, physicist and the first quantum superhero, guides the reader through the amazing quantum world. Henry’s hair-raising adventures in his perilous struggle for quantum coherence are graphically depicted by comics and thoroughly explained to the lay reader. Behind each adventure lies a key concept in quantum physics. These concepts range from the basic quantum coherence and entanglement through tunneling and the recently discovered quantum decoherence control, to the principles of the emerging technologies of quantum communication and computing. The explanations of the concepts are popular, but nonetheless rigorous and detailed, and are followed by their broader context, their historic perspective, up-to-date status and forthcoming developments. Finally, thought-provoking philosophical and cultural implications of these concepts are discussed. The mathematical appendices of all chapters cover, in a straightforward manner, the core aspects of quantum physics at the level of a university introductory course. The Quantum Matrix presents an entertaining, popular yet comprehensive picture of quantum physics. It can be read as a light-hearted illustrated tale, a philosophical treatise or a textbook. Either way, the book lets the reader delve deeply into the wondrous quantum world from diverse perspectives and obtain glimpses into the quantum technologies that are about to reshape our lives. May the reader’s voyage through the quantum world charted by this book be both pleasant and rewarding.","“Meet Henry Bar, a physicist and … quantum superhero.” The title The Quantum Matrix refers to a central concept in quantum physics, but also (allegorically) to our enigmatic world. In this book, Henry Bar, physicist and the first quantum superhero, guides the reader through the amazing quantum world. Henry’s hair-raising adventures in his perilous struggle for quantum coherence are graphically depicted by comics and thoroughly explained to the lay reader. Behind each adventure lies a key concept in quantum physics. These concepts range from the basic quantum coherence and entanglement through tunneling and the recently discovered quantum decoherence control, to the principles of the emerging technologies of quantum communication and computing. The explanations of the concepts are popular, but nonetheless rigorous and detailed, and are followed by their broader context, their historic perspective, up-to-date status and forthcoming developments. Finally, thought-provoking philosophical and cultural implications of these concepts are discussed. The mathematical appendices of all chapters cover, in a straightforward manner, the core aspects of quantum physics at the level of a university introductory course. The Quantum Matrix presents an entertaining, popular yet comprehensive picture of quantum physics. It can be read as a light-hearted illustrated tale, a philosophical treatise or a textbook. Either way, the book lets the reader delve deeply into the wondrous quantum world from diverse perspectives and obtain glimpses into the quantum technologies that are about to reshape our lives. May the reader’s voyage through the quantum world charted by this book be both pleasant and rewarding.",10.1093/oso/9780198787464.001.0001,https://doi.org/10.1093/oso/9780198787464.001.0001,crossref,Quantum Coherence Sensing,0
10.1093/oso/9780198787464.003.0003,What is Quantum Interference?,2020.0,The Quantum Matrix,"Henry seeks to to evade his foe, Eve, by controlling the phase of his superposition state. With this control, Henry can choose where to be or not to be, by having his two waves interfere with the same phase, thereby reinforcing each other, or with opposite phases, resulting in his two waves extinguishing each other. The historical debate on quantum interference and its competing interpretations is reviewed. The spin, an internal rotation of a quantum particle, which constitutes a two-state quantum system, is beneficial for understanding quantum interference and underlies a variety of applications, from magnetic resonance imaging (MRI) to quantum information (QI). Quantum interference allows an object to coexist in states of “being” and “non-being” at a given time. Such coexistence and QI logic contradict the basic dichotomy between being and nothingness postulated 2,500 years ago by Parmenides, yet they resonate with the teachings of the Buddhist thinker Nagarjuna.","Henry seeks to to evade his foe, Eve, by controlling the phase of his superposition state. With this control, Henry can choose where to be or not to be, by having his two waves interfere with the same phase, thereby reinforcing each other, or with opposite phases, resulting in his two waves extinguishing each other. The historical debate on quantum interference and its competing interpretations is reviewed. The spin, an internal rotation of a quantum particle, which constitutes a two-state quantum system, is beneficial for understanding quantum interference and underlies a variety of applications, from magnetic resonance imaging (MRI) to quantum information (QI). Quantum interference allows an object to coexist in states of “being” and “non-being” at a given time. Such coexistence and QI logic contradict the basic dichotomy between being and nothingness postulated 2,500 years ago by Parmenides, yet they resonate with the teachings of the Buddhist thinker Nagarjuna.",10.1093/oso/9780198787464.003.0003,https://doi.org/10.1093/oso/9780198787464.003.0003,crossref,Quantum Coherence Modality,0
10.1093/oso/9780198787464.003.0004,What are Quantum Measurements?,2020.0,The Quantum Matrix,"Chapter 4 introduces a great QM mystery: the notion of quantum measurements. Henry is in a superposition of versions localized in several places, but when Eve measures Henry’s position she (as a classical observer) either sees Henry or she does not. Physical reality is made of such measurements. Eve’s measurement projects or collapses Henry’s superposition state to a single location. The meaning of quantum-state or wavefunction “collapse” and the role of the observer have been at the heart of the historical debate concerning the interpretation of QM. Whereas Von Neumann and Wigner stressed the inseparability of the observed (measured) world from the human mind, alternative “observer-free” views were suggested, such as Everett’s many-world interpretation or Zurek’s quantum Darwinism that replaces the observer by the environment. In the appendix to this chapter the notion of probability amplitudes is elucidated, new notations for operators are introduced and projection operators are presented.","Chapter 4 introduces a great QM mystery: the notion of quantum measurements. Henry is in a superposition of versions localized in several places, but when Eve measures Henry’s position she (as a classical observer) either sees Henry or she does not. Physical reality is made of such measurements. Eve’s measurement projects or collapses Henry’s superposition state to a single location. The meaning of quantum-state or wavefunction “collapse” and the role of the observer have been at the heart of the historical debate concerning the interpretation of QM. Whereas Von Neumann and Wigner stressed the inseparability of the observed (measured) world from the human mind, alternative “observer-free” views were suggested, such as Everett’s many-world interpretation or Zurek’s quantum Darwinism that replaces the observer by the environment. In the appendix to this chapter the notion of probability amplitudes is elucidated, new notations for operators are introduced and projection operators are presented.",10.1093/oso/9780198787464.003.0004,https://doi.org/10.1093/oso/9780198787464.003.0004,crossref,Quantum Coherence Modality,0
10.1093/oso/9780198787464.003.0007,What is Quantum Entanglement?,2020.0,The Quantum Matrix,"In this adventure, two quantum characters interact, because Henry has constructed a quantum suit for his cat, Schred. Henry and Schred end up in a quantum-entangled state. Remarkably, by measuring one of two entangled systems, the state of the other system is immediately collapsed, even if they are far apart. This bizarre feature of entanglement implies non-locality—synchronization or “collusion” between quantum objects, regardless of their distance. Cosmology provides an explanation: the universe emerged from a unified state describable as a quantum-entangled “hologram”. This notion resonates with the ancient Hindu view that the common essence of all things, the Brahman, can be revealed at every level of the natural hierarchy. The appendix to this chapter discusses operators that create entanglement.","In this adventure, two quantum characters interact, because Henry has constructed a quantum suit for his cat, Schred. Henry and Schred end up in a quantum-entangled state. Remarkably, by measuring one of two entangled systems, the state of the other system is immediately collapsed, even if they are far apart. This bizarre feature of entanglement implies non-locality—synchronization or “collusion” between quantum objects, regardless of their distance. Cosmology provides an explanation: the universe emerged from a unified state describable as a quantum-entangled “hologram”. This notion resonates with the ancient Hindu view that the common essence of all things, the Brahman, can be revealed at every level of the natural hierarchy. The appendix to this chapter discusses operators that create entanglement.",10.1093/oso/9780198787464.003.0007,https://doi.org/10.1093/oso/9780198787464.003.0007,crossref,Quantum Coherence Modality,0
10.1093/oso/9780198787464.003.0013,What is Quantum Tunneling?,2020.0,The Quantum Matrix,"Henry and Eve have been locked behind bars by their captors. Eve recalls that Henry accidentally stepped into the focal area of multiple laser beams and found himself in her office, having gone through the wall! This effect is called “quantum tunneling”. Eve’s reminiscence makes Henry realize that enhanced tunneling through the jail bars is achievable by a periodic force at the tunneling resonance frequency. Tunneling underlies diverse processes: nuclear radioactive decay, transistor action, superconducting junction operation and ultracold gas dynamics. It may be explained as predominantly destructive interference between quantum wavepacket portions inside the barrier, and can be drastically enhanced or suppressed via interplay between environment and control effects. Tunneling exemplifies the shattering of spacetime concepts that may profoundly affect human existence. The appendix to this chapter discusses Schrödinger’s wavefunctions in tunneling.","Henry and Eve have been locked behind bars by their captors. Eve recalls that Henry accidentally stepped into the focal area of multiple laser beams and found himself in her office, having gone through the wall! This effect is called “quantum tunneling”. Eve’s reminiscence makes Henry realize that enhanced tunneling through the jail bars is achievable by a periodic force at the tunneling resonance frequency. Tunneling underlies diverse processes: nuclear radioactive decay, transistor action, superconducting junction operation and ultracold gas dynamics. It may be explained as predominantly destructive interference between quantum wavepacket portions inside the barrier, and can be drastically enhanced or suppressed via interplay between environment and control effects. Tunneling exemplifies the shattering of spacetime concepts that may profoundly affect human existence. The appendix to this chapter discusses Schrödinger’s wavefunctions in tunneling.",10.1093/oso/9780198787464.003.0013,https://doi.org/10.1093/oso/9780198787464.003.0013,crossref,Quantum Coherence Modality,0
10.1093/oso/9780198787464.003.0014,What is Quantum Teleportation?,2020.0,The Quantum Matrix,"Eve (E) entangles herself to Schred (S) before taking off to a conference. There she barely escapes an assault, and calls Henry. Is he too far away to help? Henry (H) resorts to quantum teleportation: a split-second later, H and E, aided by S, have traded places despite being thousands of miles apart! Schematically, the unknown state of H is teleported to E upon measuring the entangled state of E and S and communicating the result to E, who then trades states with H. Since the measured result is communicated at the speed of light, there is no faster-than-light signaling involved. In the distant future, space travel may be partly replaced by large-scale teleportation. Teleportation has intriguing philosophical implications, as it separates the object essence, its quantum information, from its non-essential material substance. The appendix to this chapter presents a quantum teleportation protocol that involves qubits.","Eve (E) entangles herself to Schred (S) before taking off to a conference. There she barely escapes an assault, and calls Henry. Is he too far away to help? Henry (H) resorts to quantum teleportation: a split-second later, H and E, aided by S, have traded places despite being thousands of miles apart! Schematically, the unknown state of H is teleported to E upon measuring the entangled state of E and S and communicating the result to E, who then trades states with H. Since the measured result is communicated at the speed of light, there is no faster-than-light signaling involved. In the distant future, space travel may be partly replaced by large-scale teleportation. Teleportation has intriguing philosophical implications, as it separates the object essence, its quantum information, from its non-essential material substance. The appendix to this chapter presents a quantum teleportation protocol that involves qubits.",10.1093/oso/9780198787464.003.0014,https://doi.org/10.1093/oso/9780198787464.003.0014,crossref,Quantum Coherence Modality,0
10.1093/oso/9780198787464.003.0010,Can Quantum Measurements Prevent Change?,2020.0,The Quantum Matrix,"In a strange dream, Henry is coherently transported towards his bride down the aisle. But just as a small portion of him arrives next to her, that portion disappears in a flash of light caused by a snapshot! Henry keeps trying to be united with his bride, but repeated snapshots cause Henry’s collapse to being far away from her. This dream illustrates the quantum Zeno effect (QZE): if a measurement collapses the quantum state with high probability to the initial state, then frequent repeated measurements can almost stop the change of the quantum state. Yet less frequent measurements cause the opposite, anti-Zeno effect (AZE), whereby change or decay increases. Thus, decay is controllable. These effects confirm Zeno’s argument that change is an illusion, as it is up to the observer to prevent or induce it by appropriate observation. The appendix to this chapter explains the QZE for coherent and decay processes.","In a strange dream, Henry is coherently transported towards his bride down the aisle. But just as a small portion of him arrives next to her, that portion disappears in a flash of light caused by a snapshot! Henry keeps trying to be united with his bride, but repeated snapshots cause Henry’s collapse to being far away from her. This dream illustrates the quantum Zeno effect (QZE): if a measurement collapses the quantum state with high probability to the initial state, then frequent repeated measurements can almost stop the change of the quantum state. Yet less frequent measurements cause the opposite, anti-Zeno effect (AZE), whereby change or decay increases. Thus, decay is controllable. These effects confirm Zeno’s argument that change is an illusion, as it is up to the observer to prevent or induce it by appropriate observation. The appendix to this chapter explains the QZE for coherent and decay processes.",10.1093/oso/9780198787464.003.0010,https://doi.org/10.1093/oso/9780198787464.003.0010,crossref,Quantum Coherence Modality,0
10.5194/egusphere-egu2020-4407,Combining GGM and RTM to model the gravity gradient tensor,2020.0,crossref,"In this paper, by combining the Global Geopotential Model (GGM, specifically, EGM2008 is used) and the Residual Terrain Model (RTM) data, we have modeled the Gravity Gradient Tensor (GGT) in eastern Tian shan mountains areas, China. The RTM data are obtained from the Shuttle Radar Topography Mission (SRTM) elevation model and the DTM2006.0 high degree spherical harmonic reference surface. The integration of RTM data reduces the truncation errors (or called omission errors) due to the finite expansion terms of the spherical harmonic coefficients of the GGM, and compensates for the high frequency information and spatial resolution of the GGT within the study area.","In this paper, by combining the Global Geopotential Model (GGM, specifically, EGM2008 is used) and the Residual Terrain Model (RTM) data, we have modeled the Gravity Gradient Tensor (GGT) in eastern Tian shan mountains areas, China. The RTM data are obtained from the Shuttle Radar Topography Mission (SRTM) elevation model and the DTM2006.0 high degree spherical harmonic reference surface. The integration of RTM data reduces the truncation errors (or called omission errors) due to the finite expansion terms of the spherical harmonic coefficients of the GGM, and compensates for the high frequency information and spatial resolution of the GGT within the study area.",10.5194/egusphere-egu2020-4407,https://doi.org/10.5194/egusphere-egu2020-4407,crossref,Tideception (Gravity-Gradient Sense),0
10.36227/techrxiv.12885479,Advanced Integrated Photonic Filters Designed with Coupled Sagnac Loop Reflectors,2020.0,crossref,"We theoretically investigate integrated photonic resonators formed by two mutually coupled Sagnac loop reflectors (MC-SLRs). Mode interference in the MC-SLR resonators is tailored to achieve versatile filter shapes with high performance, which enable flexible spectral engineering for diverse applications. By adjusting the reflectivity of the Sagnac loop reflectors (SLRs) as well as the coupling strength between different SLRs, we achieve optical analogues of Fano resonance with ultrahigh spectral slope rates, wavelength interleaving / non-blocking switching functions with significantly enhanced filtering flatness, and compact bandpass filters with improved roll-off. In our designs the requirements for practical applications are considered, together with detailed analyses of the impact of structural parameters and fabrication tolerances. These results highlight the strong potential of MC-SLR resonators as advanced multi-functional integrated photonic filters for flexible spectral engineering in optical communications systems.","We theoretically investigate integrated photonic resonators formed by two mutually coupled Sagnac loop reflectors (MC-SLRs). Mode interference in the MC-SLR resonators is tailored to achieve versatile filter shapes with high performance, which enable flexible spectral engineering for diverse applications. By adjusting the reflectivity of the Sagnac loop reflectors (SLRs) as well as the coupling strength between different SLRs, we achieve optical analogues of Fano resonance with ultrahigh spectral slope rates, wavelength interleaving / non-blocking switching functions with significantly enhanced filtering flatness, and compact bandpass filters with improved roll-off. In our designs the requirements for practical applications are considered, together with detailed analyses of the impact of structural parameters and fabrication tolerances. These results highlight the strong potential of MC-SLR resonators as advanced multi-functional integrated photonic filters for flexible spectral engineering in optical communications systems.",10.36227/techrxiv.12885479,https://doi.org/10.36227/techrxiv.12885479,crossref,Inertioceptive (Sagnac) Sense,0
10.1093/oso/9780198853237.003.0022,Irreversibility,2019.0,An Introduction to Statistical Mechanics and Thermodynamics,"The phenomenon of irreversibility is explained on the basis of an analysis by H. L. Frisch. The history of the debate over irreversibility is briefly discussed, including Boltzmann’s H-theorem, Zermelo's Wiederkehreinwand, Poincaré recurrences, Loschmidt's Umkehreinwand and Liouville’s theorem. The derivation of irreversible behavior for the ideal gas position distribution is carried out explicitly. Using this derivation, the Wiederkehreinwand and the Umkehreinwand are revisited and explained. The first thing we must establish is the meaning of the term ‘irreversibility’. This is not quite as trivial as it might seem. The irreversible behavior I will try to explain is that which is observed. Every day we see that time runs in only one direction in the real world,.","The phenomenon of irreversibility is explained on the basis of an analysis by H. L. Frisch. The history of the debate over irreversibility is briefly discussed, including Boltzmann’s H-theorem, Zermelo's Wiederkehreinwand, Poincaré recurrences, Loschmidt's Umkehreinwand and Liouville’s theorem. The derivation of irreversible behavior for the ideal gas position distribution is carried out explicitly. Using this derivation, the Wiederkehreinwand and the Umkehreinwand are revisited and explained. The first thing we must establish is the meaning of the term ‘irreversibility’. This is not quite as trivial as it might seem. The irreversible behavior I will try to explain is that which is observed. Every day we see that time runs in only one direction in the real world,.",10.1093/oso/9780198853237.003.0022,https://doi.org/10.1093/oso/9780198853237.003.0022,crossref,Entropoception (Irreversibility Sense),0
10.1038/s41598-019-50514-4,On the efficiency of chemotactic pursuit - Comparing blind search with temporal and spatial gradient sensing,2019.0,Scientific Reports,"In chemotaxis, cells are modulating their migration patterns in response to concentration gradients of a guiding substance. Immune cells are believed to use such chemotactic sensing for remotely detecting and homing in on pathogens. Considering that immune cells may encounter a multitude of targets with vastly different migration properties, ranging from immobile to highly mobile, it is not clear which strategies of chemotactic pursuit are simultaneously efficient and versatile. We tackle this problem theoretically and define a tunable response function that maps temporal or spatial concentration gradients to migration behavior. The seven free parameters of this response function are optimized numerically with the objective of maximizing search efficiency against a wide spectrum of target cell properties. Finally, we reverse-engineer the best-performing parameter sets to uncover strategies of chemotactic pursuit that are efficient under different biologically realistic boundary conditions. Although strategies based on the temporal or spatial sensing of chemotactic gradients are significantly more efficient than unguided migration, such ‘blind search’ turns out to work surprisingly well, in particular if the immune cells are fast and directionally persistent. The resulting simulated data can be used for the design of chemotaxis experiments and for the development of algorithms that automatically detect and quantify goal oriented behavior in measured immune cell trajectories.","In chemotaxis, cells are modulating their migration patterns in response to concentration gradients of a guiding substance. Immune cells are believed to use such chemotactic sensing for remotely detecting and homing in on pathogens. Considering that immune cells may encounter a multitude of targets with vastly different migration properties, ranging from immobile to highly mobile, it is not clear which strategies of chemotactic pursuit are simultaneously efficient and versatile. We tackle this problem theoretically and define a tunable response function that maps temporal or spatial concentration gradients to migration behavior. The seven free parameters of this response function are optimized numerically with the objective of maximizing search efficiency against a wide spectrum of target cell properties. Finally, we reverse-engineer the best-performing parameter sets to uncover strategies of chemotactic pursuit that are efficient under different biologically realistic boundary conditions. Although strategies based on the temporal or spatial sensing of chemotactic gradients are significantly more efficient than unguided migration, such ‘blind search’ turns out to work surprisingly well, in particular if the immune cells are fast and directionally persistent. The resulting simulated data can be used for the design of chemotaxis experiments and for the development of algorithms that automatically detect and quantify goal oriented behavior in measured immune cell trajectories.",10.1038/s41598-019-50514-4,https://doi.org/10.1038/s41598-019-50514-4,crossref,Temporal Gradient Sensing (Chronoperception Modality),0
10.3390/rs11030325,"Spatial–Temporal Variation of ANPP and Rain-Use Efficiency Along a Precipitation Gradient on Changtang Plateau, Tibet",2019.0,Remote Sensing,"Aboveground net primary productivity (ANPP) and rain-use efficiency (RUE) are important indicators in assessing the response of ecosystems to climate change. In this paper, the Changtang Plateau in the Tibetan Autonomous Region was selected as the study area to analyze the spatial and temporal changes of ANPP and RUE in grassland communities and their response to climate change. The results showed the following:(1) The spatial pattern of ANPP was closely related to rainfall on the Changtang Plateau. The average ANPP over the past 15 years increased gradually from the arid west to the humid east. A consistent pattern was exhibited in different grassland types and climate zones. (2) The RUE was higher at the east and west edges of the Changtang Plateau, especially in the arid west, but was lower in the center. From the perspective of different climatic zones, the average RUE in the southern Tibetan semiarid climate zone and the Ngari arid climate zone was significantly higher than that in other climate zones. However, the average RUE in different grassland types only varied from 0.07 to 0.09 g·m−2·mm−1. The spatial variation in RUE was more distinct in different climatic zones than in different grassland types. (3) Climate change influenced the interannual variation of ANPP and RUE, but the response of ANPP to rainfall showed a significant lag. The interannual change in RUE was negatively correlated with changes in precipitation. (4) In general, a greater area showed a significant increase rather than a decrease in ANPP on the Changtang Plateau, which meant that the grassland condition is improving. The temporal variation patterns of ANPP and RUE in different climate zones were consistent with the overall patterns on the Changtang Plateau, while the variation was not significant in different grassland types.","Aboveground net primary productivity (ANPP) and rain-use efficiency (RUE) are important indicators in assessing the response of ecosystems to climate change. In this paper, the Changtang Plateau in the Tibetan Autonomous Region was selected as the study area to analyze the spatial and temporal changes of ANPP and RUE in grassland communities and their response to climate change. The results showed the following:(1) The spatial pattern of ANPP was closely related to rainfall on the Changtang Plateau. The average ANPP over the past 15 years increased gradually from the arid west to the humid east. A consistent pattern was exhibited in different grassland types and climate zones. (2) The RUE was higher at the east and west edges of the Changtang Plateau, especially in the arid west, but was lower in the center. From the perspective of different climatic zones, the average RUE in the southern Tibetan semiarid climate zone and the Ngari arid climate zone was significantly higher than that in other climate zones. However, the average RUE in different grassland types only varied from 0.07 to 0.09 g·m−2·mm−1. The spatial variation in RUE was more distinct in different climatic zones than in different grassland types. (3) Climate change influenced the interannual variation of ANPP and RUE, but the response of ANPP to rainfall showed a significant lag. The interannual change in RUE was negatively correlated with changes in precipitation. (4) In general, a greater area showed a significant increase rather than a decrease in ANPP on the Changtang Plateau, which meant that the grassland condition is improving. The temporal variation patterns of ANPP and RUE in different climate zones were consistent with the overall patterns on the Changtang Plateau, while the variation was not significant in different grassland types.",10.3390/rs11030325,https://doi.org/10.3390/rs11030325,crossref,Temporal Gradient Sensing (Chronoperception Modality),0
